2024 Clinical Diagnostic Laboratory Fee Schedule ,,,,,,,,
"CPT codes, descriptions and other data only are copyright 2024 American Medical Association. All rights reserved. CPT is a registered trademark of the American Medical Association.",,,,,,,,
"The Department of Health and Human Services is planning for the federal Public Health Emergency for COVID-19 (PHE), declared under Section 319 of the Public Health Service Act, to expire at the end of the day on May 11, 2023.  Because of the termination of the PHE, HCPCS codes G2023, G2024, U0003, U0004, and U0005 will no longer be payable for dates of service on or after May 12, 2023, and the HCPCS codes will be terminated.",,,,,,,,
,,,,,,,,
YEAR,HCPCS,MOD,EFF_DATE,INDICATOR,RATE,SHORTDESC,LONGDESC,EXTENDED LONGDESC
2024,0408U,,20240101,L,00000.00,Iaad blk ac wv bsnsr sarscv2,Detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by,"Infectious agent antigen detection by bulk acoustic wave biosensor immunoassay, severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19])"
2024,0409U,,20240101,N,02919.60,Onc sld tum dna 80 & rna 36,Next-generation sequencing of DNA (80 genes) and RNA (39 genes) in plasma,"Oncology (solid tumor), dna (80 genes) and rna (36 genes), by next-generation sequencing from plasma, including single nucleotide variants, insertions/deletions, copy number alterations, microsatellite instability, and fusions, report showing identified mutations with clinical actionability"
2024,0410U,,20240101,N,01160.00,Onc pncrtc dna whl gn seq 5-,Whole genome sequencing of DNA in whole blood or plasma to detect pancreatic,"Oncology (pancreatic), dna, whole genome sequencing with 5-hydroxymethylcytosine enrichment, whole blood or plasma, algorithm reported as cancer detected or not detected"
2024,0411U,,20240101,N,01336.09,Psyc genom alys pnl 15 gen,Genomic analysis of 15 genes to evaluate for psychiatric disorders,"Psychiatry (eg, depression, anxiety, attention deficit hyperactivity disorder [adhd]), genomic analysis panel, variant analysis of 15 genes, including deletion/duplication analysis of cyp2d6"
2024,0412U,,20240101,L,00000.00,Beta amyloid ab42/40 imprcip,Measurement of AB42/40 ratio in plasma to evaluation for brain amyloid pathology,"Beta amyloid, ab42/40 ratio, immunoprecipitation with quantitation by liquid chromatography with tandem mass spectrometry (lc-ms/ms) and qualitative apoe isoform-specific proteotyping, plasma combined with age, algorithm reported as presence or absence of brain amyloid pathology"
2024,0413U,,20240101,N,01263.53,Onc hl neo opt gen mapg dna,Optical genome mapping of DNA in blood or bone marrow for changes in copy,"Oncology (hematolymphoid neoplasm), optical genome mapping for copy number alterations, aneuploidy, and balanced/complex structural rearrangements, dna from blood or bone marrow, report of clinically significant alterations"
2024,0414U,,20240101,N,00706.25,Onc lng aug alg aly whl sld8,Whole slide imaging analysis for 8 genes for evaluation of lung cancer,"Oncology (lung), augmentative algorithmic analysis of digitized whole slide imaging for 8 genes (alk, braf, egfr, erbb2, met, ntrk1-3, ret, ros1), and kras g12c and pd-l1, if performed, formalin-fixed paraffin-embedded (ffpe) tissue, reported as positive or negative for each biomarker"
2024,0415U,,20240101,N,00390.75,Cv ds acs bld alg 5 yr score,Test of biomarkers in blood combined with patient factors to determine a 5-year,"Cardiovascular disease (acute coronary syndrome [acs]), il-16, fas, fasligand, hgf, ctack, eotaxin, and mcp-3 by immunoassay combined with age, sex, family history, and personal history of diabetes, blood, algorithm reported as a 5-year (deleted risk) score for acs"
2024,0417U,,20240101,L,00000.00,Rare ds alys 335 nuc genes,Whole genome sequence analysis of 335 nuclear genes in blood or saliva for,"Rare diseases (constitutional/heritable disorders), whole mitochondrial genome sequence with heteroplasmy detection and deletion analysis, nuclear-encoded mitochondrial gene analysis of 335 nuclear genes, including sequence changes, deletions, insertions, and copy number variants analysis, blood or saliva, identification and categorization of mitochondrial disorder-associated genetic variants"
2024,0418U,,20240101,N,00706.25,Onc brst aug alg aly whl sl8,Image analysis of breast cancer cell specimen with autonomous assessment,"Oncology (breast), augmentative algorithmic analysis of digitized whole slide imaging of 8 histologic and immunohistochemical features, reported as a recurrence score"
2024,0419U,,20240101,N,01336.09,Nrpsyc gen seq vrnt aly 13,Genomic sequence analysis of 13 genes in saliva for evolution of psychiatric,"Neuropsychiatry (eg, depression, anxiety), genomic sequence analysis panel, variant analysis of 13 genes, saliva or buccal swab, report of each gene phenotype"
2024,0420U,,20240101,L,00000.00,Onc urthl mrna xprsn 6 snp,"Oncology (urothelial), mrna expression profiling by real-time quantitative pcr","Oncology (urothelial), mrna expression profiling by real-time quantitative pcr of mdk, hoxa13, cdc2, igfbp5, and cxcr2 in combination with droplet digital pcr (ddpcr) analysis of 6 single-nucleotide polymorphisms (snps) genes tert and fgfr3, urine, algorithm reported as a risk score for urothelial carcinoma"
2024,0421U,,20240101,L,00000.00,Onc clrct scr sgl amp 8 rna,"Oncology (colorectal) screening, quantitative real-time target and signal","Oncology (colorectal) screening, quantitative real-time target and signal amplification of 8 rna markers (gapdh, smad4, acy1, areg, cdh1, kras, tnfrsf10b, egln2) and fecal hemoglobin, algorithm reported as a positive or negative for colorectal cancer risk"
2024,0422U,,20240101,L,00000.00,Onc pan solid tum alys dna,"Oncology (pan-solid tumor), analysis of dna biomarker response to anti-cancer","Oncology (pan-solid tumor), analysis of dna biomarker response to anti-cancer therapy using cell-free circulating dna, biomarker comparison to a previous baseline pre-treatment cell-free circulating dna analysis using next-generation sequencing, algorithm reported as a quantitative change from baseline, including specific alterations, if appropriate"
2024,0423U,,20240101,L,00000.00,Psyc genomic alys pnl 26 gen,"Psychiatry (eg, depression, anxiety), genomic analysis panel, including variant","Psychiatry (eg, depression, anxiety), genomic analysis panel, including variant analysis of 26 genes, buccal swab, report including metabolizer status and risk of drug toxicity by condition"
2024,0424U,,20240101,L,00000.00,Onc prst8 xom alys 53 sncrna,"Oncology (prostate), exosome-based analysis of 53 small noncoding rnas","Oncology (prostate), exosome-based analysis of 53 small noncoding rnas (sncrnas) by quantitative reverse transcription polymerase chain reaction (rt-qpcr), urine, reported as no molecular evidence, low-, moderate- or elevated-risk of prostate cancer"
2024,0425U,,20240101,L,00000.00,Genom rpd seq alys ea cmprtr,"Genome (eg, unexplained constitutional or heritable disorder or syndrome),","Genome (eg, unexplained constitutional or heritable disorder or syndrome), rapid sequence analysis, each comparator genome (eg, parents, siblings)"
2024,0426U,,20240101,L,00000.00,Genome ultra-rapid seq alys,"Genome (eg, unexplained constitutional or heritable disorder or syndrome),","Genome (eg, unexplained constitutional or heritable disorder or syndrome), ultra-rapid sequence analysis"
2024,0427U,,20240101,L,00000.00,Monocyte dstrbj wdth whl bld,"Monocyte distribution width, whole blood (list separately in addition to code","Monocyte distribution width, whole blood (list separately in addition to code for primary procedure)"
2024,0428U,,20240101,L,00000.00,Onc brst ctdna alys 56/> gen,"Oncology (breast), targeted hybrid-capture genomic sequence analysis panel,","Oncology (breast), targeted hybrid-capture genomic sequence analysis panel, circulating tumor dna (ctdna) analysis of 56 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability, and tumor mutation burden"
2024,0429U,,20240101,L,00000.00,Hpv orop swab 14 hi-risk typ,"Human papillomavirus (hpv), oropharyngeal swab, 14 high-risk types (ie, 16, 18,","Human papillomavirus (hpv), oropharyngeal swab, 14 high-risk types (ie, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, and 68)"
2024,0430U,,20240101,L,00000.00,Gi malabs aat calpro pncrtc,"Gastroenterology, malabsorption evaluation of alpha-1-antitrypsin,","Gastroenterology, malabsorption evaluation of alpha-1-antitrypsin, calprotectin, pancreatic elastase and reducing substances, feces, quantitative"
2024,0431U,,20240101,L,00000.00,Gly rcptr alpha1 igg srm/csf,"Glycine receptor alpha1 igg, serum or cerebrospinal fluid (csf), live","Glycine receptor alpha1 igg, serum or cerebrospinal fluid (csf), live cell-binding assay (lcba), qualitative"
2024,0432U,,20240101,L,00000.00,Klhl11 antb sr/csf asy qual,"Kelch-like protein 11 (klhl11) antibody, serum or cerebrospinal fluid (csf),","Kelch-like protein 11 (klhl11) antibody, serum or cerebrospinal fluid (csf), cell-binding assay, qualitative"
2024,0433U,,20240101,L,00000.00,Onc prst8 5 dna reg mrk pcr,"Oncology (prostate), 5 dna regulatory markers by quantitative pcr, whole blood,","Oncology (prostate), 5 dna regulatory markers by quantitative pcr, whole blood, algorithm, including prostate-specific antigen, reported as likelihood of cancer"
2024,0434U,,20240101,L,00000.00,Rx metab advrs vrnt alys 25,"Drug metabolism (adverse drug reactions and drug response), genomic analysis","Drug metabolism (adverse drug reactions and drug response), genomic analysis panel, variant analysis of 25 genes with reported phenotypes"
2024,0435U,,20240101,L,00000.00,Onc chemo rx cytox csc 14 rx,"Oncology, chemotherapeutic drug cytotoxicity assay of cancer stem cells (cscs),","Oncology, chemotherapeutic drug cytotoxicity assay of cancer stem cells (cscs), from cultured cscs and primary tumor cells, categorical drug response reported based on cytotoxicity percentage observed, minimum of 14 drugs or drug combinations"
2024,0436U,,20240101,L,00000.00,Onc lng plsm alys 388 prtn,"Oncology (lung), plasma analysis of 388 proteins, using aptamer-based","Oncology (lung), plasma analysis of 388 proteins, using aptamer-based proteomics technology, predictive algorithm reported as clinical benefit from immune checkpoint inhibitor therapy"
2024,0437U,,20240101,L,00000.00,Psyc anxiety do mrna 15 bmrk,"Psychiatry (anxiety disorders), mrna, gene expression profiling by rna","Psychiatry (anxiety disorders), mrna, gene expression profiling by rna sequencing of 15 biomarkers, whole blood, algorithm reported as predictive risk score"
2024,0438U,,20240101,L,00000.00,Rx metab advrs vrnt alys 33,"Drug metabolism (adverse drug reactions and drug response), buccal specimen,","Drug metabolism (adverse drug reactions and drug response), buccal specimen, gene-drug interactions, variant analysis of 33 genes, including deletion/duplication analysis of cyp2d6, including reported phenotypes and impacted gene-drug interactions"
2024,0439U,,20240401,L,00000.00,Crd chd dna alys 5 snp 3 dna,"Cardiology (coronary heart disease [chd]), dna, analysis of 5 single-nucleotide","Cardiology (coronary heart disease [chd]), dna, analysis of 5 single-nucleotide polymorphisms (snps) (rs11716050 [loc105376934], rs6560711 [wdr37], rs3735222 [scin/loc107986769], rs6820447 [intergenic], and rs9638144 [esyt2]) and 3 dna methylation markers (cg00300879 [transcription start site {tss200} of cnksr1], cg09552548 [intergenic], and cg14789911 [body of spatc1l]), qpcr and digital pcr, whole blood, algorithm reported as a 4-tiered risk score for a 3-year risk of symptomatic chd"
2024,0440U,,20240401,L,00000.00,Crd chd dna alys 10 snp 6dna,"Cardiology (coronary heart disease [chd]), dna, analysis of 10","Cardiology (coronary heart disease [chd]), dna, analysis of 10 single-nucleotide polymorphisms (snps) (rs710987 [linc010019], rs1333048 [cdkn2b-as1], rs12129789 [kcnd3], rs942317 [ktn1-as1], rs1441433 [ppp3ca], rs2869675 [prex1], rs4639796 [zbtb41], rs4376434 [linc00972], rs12714414 [tmem18], and rs7585056 [tmem18]) and 6 dna methylation markers (cg03725309 [sars1], cg12586707 [cxcl1, cg04988978 [mpo], cg17901584 [dhcr24-dt], cg21161138 [ahrr], and cg12655112 [ehd4]), qpcr and digital pcr, whole blood, algorithm reported as detected or not detected for chd"
2024,0441U,,20240401,L,00000.00,Nfct ds bct fngl/viral semiq,"Infectious disease (bacterial, fungal, or viral infection), semiquantitative","Infectious disease (bacterial, fungal, or viral infection), semiquantitative biomechanical assessment (via deformability cytometry), whole blood, with algorithmic analysis and result reported as an index"
2024,0442U,,20240401,L,00000.00,Nfct ds respir nfctj mxa&crp,"Infectious disease (respiratory infection), myxovirus resistance protein a","Infectious disease (respiratory infection), myxovirus resistance protein a (mxa) and c-reactive protein (crp), fingerstick whole blood specimen, each biomarker reported as present or absent"
2024,0443U,,20240401,L,00000.00,Neurflmnt lt chn ultrsens ia,"Neurofilament light chain (nfl), ultra-sensitive immunoassay, serum or","Neurofilament light chain (nfl), ultra-sensitive immunoassay, serum or cerebrospinal fluid"
2024,0444U,,20240401,L,00000.00,Onc sld orgn neo tgsap 361,"Oncology (solid organ neoplasia), targeted genomic sequence analysis panel of","Oncology (solid organ neoplasia), targeted genomic sequence analysis panel of 361 genes, interrogation for gene fusions, translocations, or other rearrangements, using dna from formalin-fixed paraffin-embedded (ffpe) tumor tissue, report of clinically significant variant(s)"
2024,0445U,,20240401,L,00000.00,Abeta42 & ptau181 eclia csf,"B-amyloid (abeta42) and phospho tau (181p) (ptau181), electrochemiluminescent","B-amyloid (abeta42) and phospho tau (181p) (ptau181), electrochemiluminescent immunoassay (eclia), cerebral spinal fluid, ratio reported as positive or negative for amyloid pathology"
2024,0446U,,20240401,L,00000.00,Ai ds sle alys 10 cytokine,"Autoimmune diseases (systemic lupus erythematosus [sle]), analysis of 10","Autoimmune diseases (systemic lupus erythematosus [sle]), analysis of 10 cytokine soluble mediator biomarkers by immunoassay, plasma, individual components reported with an algorithmic risk score for current disease activity"
2024,0447U,,20240401,L,00000.00,Ai ds sle alys 11 cytokine,"Autoimmune diseases (systemic lupus erythematosus [sle]), analysis of 11","Autoimmune diseases (systemic lupus erythematosus [sle]), analysis of 11 cytokine soluble mediator biomarkers by immunoassay, plasma, individual components reported with an algorithmic prognostic risk score for developing a clinical flare"
2024,0448U,,20240401,L,00000.00,Onc lng&cln ca dna qual ngs,"Oncology (lung and colon cancer), dna, qualitative, nextgeneration sequencing","Oncology (lung and colon cancer), dna, qualitative, nextgeneration sequencing detection of single-nucleotide variants and deletions in egfr and kras genes, formalin-fixed paraffinembedded (ffpe) solid tumor samples, reported as presence or absence of targeted mutation(s), with recommended therapeutic options"
2024,0449U,,20240401,L,00000.00,Car scr sev inh cond 5 genes,"Carrier screening for severe inherited conditions (eg, cystic fibrosis, spinal","Carrier screening for severe inherited conditions (eg, cystic fibrosis, spinal muscular atrophy, beta hemoglobinopathies [including sickle cell disease], alpha thalassemia), regardless of race or self-identified ancestry, genomic sequence analysis panel, must include analysis of 5 genes (cftr, smn1, hbb, hba1, hba2)"
2024,0450U,,20240701,L,00000.00,Onc mm lc-ms/ms monoc p-prtn,"Oncology (multiple myeloma), liquid chromatography with tandem mass","Oncology (multiple myeloma), liquid chromatography with tandem mass spectrometry (lcms/ms), monoclonal paraprotein sequencing analysis, serum, results reported as baseline presence or absence of detectable clonotypic peptides"
2024,0451U,,20240701,L,00000.00,Onc mm lc-ms/ms pep ion quan,"Oncology (multiple myeloma), lcms/ms, peptide ion quantification, serum,","Oncology (multiple myeloma), lcms/ms, peptide ion quantification, serum, results compared with baseline to determine monoclonal paraprotein abundance"
2024,0452U,,20240701,L,00000.00,Onc bldr mthyl penk lte-qmsp,"Oncology (bladder), methylated penk dna detection by linear target","Oncology (bladder), methylated penk dna detection by linear target enrichment-quantitative methylation-specific real-time pcr (lte-qmsp), urine, reported as likelihood of bladder cancer"
2024,0453U,,20240701,L,00000.00,Onc clrct ca cfdna qpcr asy,"Oncology (colorectal cancer), cellfree dna (cfdna), methylationbased","Oncology (colorectal cancer), cellfree dna (cfdna), methylationbased quantitative pcr assay (septin9, ikzf1, bcat1, septin9-2, vav3, bcan), plasma, reported as presence or absence of circulating tumor dna (ctdna)"
2024,0454U,,20240701,L,00000.00,Rare ds id opt genome mapg,"Rare diseases (constitutional/heritable disorders), identification of copy","Rare diseases (constitutional/heritable disorders), identification of copy number variations, inversions, insertions, translocations, and other structural variants by optical genome mapping"
2024,0455U,,20240701,L,00000.00,Nfct agt sti mult amp prb ur,"Infectious agents (sexually transmitted infection), chlamydia trachomatis,","Infectious agents (sexually transmitted infection), chlamydia trachomatis, neisseria gonorrhoeae, and trichomonas vaginalis, multiplex amplified probe technique, vaginal, endocervical, gynecological specimens, oropharyngeal swabs, rectal swabs, female or male urine, each pathogen reported as detected or not detected"
2024,0456U,,20240701,L,00000.00,Ai ra ngs 19 genes anti-ccp,"Autoimmune (rheumatoid arthritis), next-generation sequencing (ngs), gene","Autoimmune (rheumatoid arthritis), next-generation sequencing (ngs), gene expression testing of 19 genes, whole blood, with analysis of anticyclic citrullinated peptides (ccp) levels, combined with sex, patient global assessment, and body mass index (bmi), algorithm reported as a score that predicts nonresponse to tumor necrosis factor inhibitor (tnfi) therapy"
2024,0457U,,20240701,L,00000.00,Pfas 9 cmpnd lcms/ms pls/sr,"Perfluoroalkyl substances (pfas) (eg, perfluorooctanoic acid, perfluorooctane","Perfluoroalkyl substances (pfas) (eg, perfluorooctanoic acid, perfluorooctane sulfonic acid), 9 pfas compounds by lc-ms/ms, plasma or serum, quantitative"
2024,0458U,,20240701,L,00000.00,Onc brst ca s100 a8&a9 elisa,"Oncology (breast cancer), s100a8 and s100a9, by enzymelinked immunosorbent","Oncology (breast cancer), s100a8 and s100a9, by enzymelinked immunosorbent assay (elisa), tear fluid with age, algorithm reported as a risk score"
2024,0459U,,20240701,L,00000.00,Abeta42 & ttau eclia csf,"B-amyloid (abeta42) and total tau (ttau), electrochemiluminescent immunoassay","B-amyloid (abeta42) and total tau (ttau), electrochemiluminescent immunoassay (eclia), cerebral spinal fluid, ratio reported as positive or negative for amyloid pathology"
2024,0460U,,20240701,L,00000.00,Onc whl bld/bucc rtpcr 24gen,"Oncology, whole blood or buccal, dna single-nucleotide polymorphism (snp)","Oncology, whole blood or buccal, dna single-nucleotide polymorphism (snp) genotyping by real-time pcr of 24 genes, with variant analysis and reported phenotypes"
2024,0461U,,20240701,L,00000.00,Onc rxgenom alys rtpcr 24gen,"Oncology, pharmacogenomic analysis of single-nucleotide polymorphism (snp)","Oncology, pharmacogenomic analysis of single-nucleotide polymorphism (snp) genotyping by real-time pcr of 24 genes, whole blood or buccal swab, with variant analysis, including impacted gene-drug interactions and reported phenotypes"
2024,0462U,,20240701,L,00000.00,Melatonin lvl tst slp std7/9,"Melatonin levels test, sleep study, 7 or 9 sample melatonin profile (cortisol","Melatonin levels test, sleep study, 7 or 9 sample melatonin profile (cortisol optional), enzyme-linked immunosorbent assay (elisa), saliva, screening/preliminary"
2024,0463U,,20240701,L,00000.00,Onc crvx mrna genxprsn 14bmk,"Oncology (cervix), mrna gene expression profiling of 14 biomarkers (e6 and e7","Oncology (cervix), mrna gene expression profiling of 14 biomarkers (e6 and e7 of the highest-risk human papillomavirus [hpv] types 16, 18, 31, 33, 45, 52, 58), by real-time nucleic acid sequence-based amplification (nasba), exo- or endocervical epithelial cells, algorithm reported as positive or negative for increased risk of cervical dysplasia or cancer for each biomarker"
2024,0464U,,20240701,L,00000.00,Onc clrct scr qrtsa dna mrk,"Oncology (colorectal) screening, quantitative real-time target and signal","Oncology (colorectal) screening, quantitative real-time target and signal amplification, methylated dna markers, including lass4, lrrc4 and ppp2r5c, a reference marker zdhhc1, and a protein marker (fecal hemoglobin), utilizing stool, algorithm reported as a positive or negative result"
2024,0465U,,20240701,L,00000.00,Onc urthl carc dna qmsp 2gen,"Oncology (urothelial carcinoma), dna, quantitative methylationspecific pcr of 2","Oncology (urothelial carcinoma), dna, quantitative methylationspecific pcr of 2 genes (onecut2, vim), algorithmic analysis reported as positive or negative"
2024,0466U,,20240701,L,00000.00,Crd cad dna gwas 564856 snp,"Cardiology (coronary artery disease [cad]), dna, genomewide association studies","Cardiology (coronary artery disease [cad]), dna, genomewide association studies (564856 single-nucleotide polymorphisms [snps], targeted variant genotyping), patient lifestyle and clinical data, buccal swab, algorithm reported as polygenic risk to acquired heart disease"
2024,0467U,,20240701,L,00000.00,Onc bldr dna ngs 60gen&aneup,"Oncology (bladder), dna, nextgeneration sequencing (ngs) of 60 genes and whole","Oncology (bladder), dna, nextgeneration sequencing (ngs) of 60 genes and whole genome aneuploidy, urine, algorithms reported as minimal residual disease (mrd) status positive or negative and quantitative disease burden"
2024,0468U,,20240701,L,00000.00,Hep nash mir34a5p a2m ykl40,"Hepatology (nonalcoholic steatohepatitis [nash]), mir-34a5p, alpha","Hepatology (nonalcoholic steatohepatitis [nash]), mir-34a5p, alpha 2-macroglobulin, ykl40, hba1c, serum and whole blood, algorithm reported as a single score for nash activity and fibrosis"
2024,0469U,,20240701,L,00000.00,Rare ds whl gen seq ftl samp,"Rare diseases (constitutional/heritable disorders), whole genome sequence","Rare diseases (constitutional/heritable disorders), whole genome sequence analysis for chromosomal abnormalities, copy number variants, duplications/deletions, inversions, unbalanced translocations, regions of homozygosity (roh), inheritance pattern that indicate uniparental disomy (upd), and aneuploidy, fetal sample (amniotic fluid, chorionic villus sample, or products of conception), identification and categorization of genetic variants, diagnostic report of fetal results based on phenotype with maternal sample and paternal sample, if performed, as comparators and/or maternal cell contamination"
2024,0470U,,20240701,L,00000.00,Onc orop detcj mrd 8 dna hpv,"Oncology (oropharyngeal), detection of minimal residual disease by","Oncology (oropharyngeal), detection of minimal residual disease by next-generation sequencing (ngs) based quantitative evaluation of 8 dna targets, cell-free hpv 16 and 18 dna from plasma"
2024,0471U,,20240701,L,00000.00,Onc clrc ca 35 vrn kras&nras,"Oncology (colorectal cancer), qualitative real-time pcr of 35 variants of kras","Oncology (colorectal cancer), qualitative real-time pcr of 35 variants of kras and nras genes (exons 2, 3, 4), formalinfixed paraffin-embedded (ffpe), predictive, identification of detected mutations"
2024,0472U,,20240701,L,00000.00,Ca vi psp&sp1 antb sjogren,"Carbonic anhydrase vi (ca vi), parotid specific/secretory protein (psp) and","Carbonic anhydrase vi (ca vi), parotid specific/secretory protein (psp) and salivary protein (sp1) igg, igm, and iga antibodies, enzyme-linked immunosorbent assay (elisa), semiqualitative, blood, reported as predictive evidence of early sjogren's syndrome"
2024,0473U,,20240701,N,04500.00,Onc sld tum bld/slv 648 gene,"Oncology (solid tumor), nextgeneration sequencing (ngs) of dna from","Oncology (solid tumor), nextgeneration sequencing (ngs) of dna from formalin-fixed paraffinembedded (ffpe) tissue with comparative sequence analysis from a matched normal specimen (blood or saliva), 648 genes, interrogation for sequence variants, insertion and deletion alterations, copy number variants, rearrangements, microsatellite instability, and tumor-mutation burden"
2024,0474U,,20240701,L,00000.00,Hered pan ca gsap 88gene ngs,"Hereditary pan-cancer (eg, hereditary sarcomas, hereditary endocrine tumors,","Hereditary pan-cancer (eg, hereditary sarcomas, hereditary endocrine tumors, hereditary neuroendocrine tumors, hereditary cutaneous melanoma), genomic sequence analysis panel of 88 genes with 20 duplications/deletions using nextgeneration sequencing (ngs), sanger sequencing, blood or saliva, reported as positive or negative for germline variants, each gene"
2024,0475U,,20240701,L,00000.00,Hered prst8 ca gsap 23 genes,"Hereditary prostate cancerrelated disorders, genomic sequence analysis panel","Hereditary prostate cancerrelated disorders, genomic sequence analysis panel using next-generation sequencing (ngs), sanger sequencing, multiplex ligation-dependent probe amplification (mlpa), and array comparative genomic hybridization (cgh), evaluation of 23 genes and duplications/deletions when indicated, pathologic mutations reported with a genetic risk score for prostate cancer"
2024,0476U,,20241001,L,00000.00,Rx metab psyc 14gen&cyp2d6,"Drug metabolism, psychiatry (eg, major depressive disorder, general anxiety","Drug metabolism, psychiatry (eg, major depressive disorder, general anxiety disorder, attention deficit hyperactivity disorder [adhd], schizophrenia), whole blood, buccal swab, and pharmacogenomic genotyping of 14 genes and cyp2d6 copy number variant analysis and reported phenotypes"
2024,0477U,,20241001,L,00000.00,Rx metab psy 14&cyp2d6 gn-rx,"Drug metabolism, psychiatry (eg, major depressive disorder, general anxiety","Drug metabolism, psychiatry (eg, major depressive disorder, general anxiety disorder, attention deficit hyperactivity disorder [adhd], schizophrenia), whole blood, buccal swab, and pharmacogenomic genotyping of 14 genes and cyp2d6 copy number variant analysis, including impacted gene-drug interactions and reported phenotypes"
2024,0478U,,20241001,L,00000.00,Onc nsclc dna&rna dpcr 9gens,"Oncology (non-small cell lung cancer), dna and rna, digital pcr analysis of 9","Oncology (non-small cell lung cancer), dna and rna, digital pcr analysis of 9 genes (egfr, kras, braf, alk, ros1, ret, ntrk 1/2/3, erbb2, and met) in formalin-fixed paraffin-embedded (ffpe) tissue, interrogation for single-nucleotide variants, insertions/deletions, gene rearrangements, and reported as actionable detected variants for therapy selection"
2024,0479U,,20241001,L,00000.00,Tau phosphorylated ptau217,"Tau, phosphorylated, ptau217","Tau, phosphorylated, ptau217"
2024,0480U,,20241001,L,00000.00,Nfct ds csf metag ngs alys,"Infectious disease (bacteria, viruses, fungi, and parasites), cerebrospinal","Infectious disease (bacteria, viruses, fungi, and parasites), cerebrospinal fluid (csf), metagenomic next-generation sequencing (dna and rna), bioinformatic analysis, with positive pathogen identification"
2024,0481U,,20241001,L,00000.00,Idh1 idh2&tert promoter ngs,"Idh1 (isocitrate dehydrogenase 1 [nadp+]), idh2 (isocitrate dehydrogenase 2","Idh1 (isocitrate dehydrogenase 1 [nadp+]), idh2 (isocitrate dehydrogenase 2 [nadp+]), and tert (telomerase reverse transcriptase) promoter (eg, central nervous system [cns] tumors), next-generation sequencing (single-nucleotide variants [snv], deletions, and insertions)"
2024,0482U,,20241001,L,00000.00,Ob pe biochem asy sflt1&plgf,"Obstetrics (preeclampsia), biochemical assay of soluble fmslike tyrosine kinase","Obstetrics (preeclampsia), biochemical assay of soluble fmslike tyrosine kinase 1 (sflt-1) and placental growth factor (plgf), serum, ratio reported for sflt1/plgf, with risk of progression for preeclampsia with severe features within 2 weeks"
2024,0483U,,20241001,L,00000.00,Nfct ds ng gyra s91f pt mut,"Infectious disease (neisseria gonorrhoeae), sensitivity, ciprofloxacin","Infectious disease (neisseria gonorrhoeae), sensitivity, ciprofloxacin resistance (gyra s91f point mutation), oral, rectal, or vaginal swab, algorithm reported as probability of fluoroquinolone resistance"
2024,0484U,,20241001,L,00000.00,Nfct ds mgen 23s rrna pt mut,"Infectious disease (mycoplasma genitalium), macrolide sensitivity (23s rrna","Infectious disease (mycoplasma genitalium), macrolide sensitivity (23s rrna point mutation), oral, rectal, or vaginal swab, algorithm reported as probability of macrolide resistance"
2024,0485U,,20241001,L,00000.00,Onc sol tum cfdna&rna ngs gm,"Oncology (solid tumor), cell-free dna and rna by next-generation sequencing,","Oncology (solid tumor), cell-free dna and rna by next-generation sequencing, interpretative report for germline mutations, clonal hematopoiesis of indeterminate potential, and tumor-derived single-nucleotide variants, small insertions/deletions, copy number alterations, fusions, microsatellite instability, and tumor mutational burden"
2024,0486U,,20241001,L,00000.00,Onc pan sol tum ngs cfctdna,"Oncology (pan-solid tumor), nextgeneration sequencing analysis of tumor","Oncology (pan-solid tumor), nextgeneration sequencing analysis of tumor methylation markers present in cell-free circulating tumor dna, algorithm reported as quantitative measurement of methylation as a correlate of tumor fraction"
2024,0487U,,20241001,L,00000.00,Onc sol tum cfcdna tgsap 84,"Oncology (solid tumor), cell-free circulating dna, targeted genomic sequence","Oncology (solid tumor), cell-free circulating dna, targeted genomic sequence analysis panel of 84 genes, interrogation for sequence variants, aneuploidycorrected gene copy number amplifications and losses, gene rearrangements, and microsatellite instability"
2024,0488U,,20241001,L,00000.00,Ob fetal ag nipt cfdna alys,"Obstetrics (fetal antigen noninvasive prenatal test), cellfree dna sequence","Obstetrics (fetal antigen noninvasive prenatal test), cellfree dna sequence analysis for detection of fetal presence or absence of 1 or more of the rh, c, c, d, e, duffy (fya), or kell (k) antigen in alloimmunized pregnancies, reported as selected antigen(s) detected or not detected"
2024,0489U,,20241001,L,00000.00,Ob sgnipt cfdna seq alys 1+,"Obstetrics (single-gene noninvasive prenatal test), cellfree dna sequence","Obstetrics (single-gene noninvasive prenatal test), cellfree dna sequence analysis of 1 or more targets (eg, cftr, smn1, hbb, hba1, hba2) to identify paternally inherited pathogenic variants, and relative mutation-dosage analysis based on molecular counts to determine fetal inheritance of maternal mutation, algorithm reported as a fetal risk score for the condition (eg, cystic fibrosis, spinal muscular atrophy, beta hemoglobinopathies [including sickle cell disease], alpha thalassemia)"
